Сезон;Тур;Хоязяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2016-2017;27-й тур;Валенсия;Спортинг Хихон;1;1;Матч завершен 11 марта 2017;Неизвестно;1,52;4,74;7,33;2,48;1,68;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;16.10.16;Спортинг Хихон;Валенсия;1;2;Ла Лига 2015-2016;31.01.16;Валенсия;Спортинг Хихон;0;1;Ла Лига 2015-2016;12.09.15;Спортинг Хихон;Валенсия;0;1;Ла Лига 2011-2012;12.02.12;Валенсия;Спортинг Хихон;4;0;Ла Лига 2011-2012;17.09.11;Спортинг Хихон;Валенсия;0;1;05.03.17;АтлетикоМадрид;Валенсия;3;0;28.02.17;Валенсия;Леганес;1;0;25.02.17;Алавес;Валенсия;2;1;22.02.17;Валенсия;Реал Мадрид;2;1;19.02.17;Валенсия;Атлетик Бильбао;2;0;11.02.17;Бетис;Валенсия;0;0;04.02.17;Валенсия;Эйбар;0;4;05.03.17;СпортингХихон;Депортиво;0;1;01.03.17;Барселона;Спортинг Хихон;6;1;26.02.17;СпортингХихон;Сельта;1;1;18.02.17;СпортингХихон;Атлетико Мадрид;1;4;12.02.17;Леганес;Спортинг Хихон;0;2;05.02.17;СпортингХихон;Алавес;2;4;29.01.17;АтлетикБильбао;Спортинг Хихон;2;1;Валенсия;13;;26;8;5;13;35;46;35;34;32;29;28;26;24;Спортинг Хихон;19;;26;4;5;17;27;55;24;24;19;17;10;0;0
2016-2017;27-й тур;Эспаньол;Лас-Пальмас;4;3; Матч завершен 10 марта 2017;Неизвестно;2,22;3,58;3,60;1,99;1,99;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;14.10.16;Лас-Пальмас;Эспаньол;0;0;Ла Лига 2015-2016;22.04.16;Лас-Пальмас;Эспаньол;4;0;Ла Лига 2015-2016;19.12.15;Эспаньол;Лас-Пальмас;1;0;0;0;0;0;0;0;0;0;0;0;0;0;04.03.17;Вильярреал;Эспаньол;2;0;01.03.17;Сельта;Эспаньол;2;2;26.02.17;Эспаньол;Осасуна;3;0;18.02.17;РеалМадрид;Эспаньол;2;0;10.02.17;Эспаньол;Реал Сосьедад;1;2;04.02.17;Малага;Эспаньол;0;1;29.01.17;Эспаньол;Севилья;3;1;05.03.17;Лас-Пальмас;Осасуна;5;2;01.03.17;РеалМадрид;Лас-Пальмас;3;3;24.02.17;Лас-Пальмас;Реал Сосьедад;0;1;20.02.17;Малага;Лас-Пальмас;2;1;12.02.17;Лас-Пальмас;Севилья;0;1;06.02.17;Гранада;Лас-Пальмас;1;0;30.01.17;Лас-Пальмас;Валенсия;3;1;Эспаньол;9;;26;9;9;8;35;35;45;41;39;36;35;34;32;Лас-Пальмас;12;;26;8;8;10;40;41;36;35;34;32;29;28;26
2016-2017;21-й тур;Депортиво;Бетис;1;1;Матч завершен 8 марта 2017;Неизвестно;2,22;3,28;3,90;1,72;2,40;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;26.08.16;Бетис;Депортиво;0;0;Ла Лига 2015-2016;14.02.16;Депортиво;Бетис;2;2;Ла Лига 2015-2016;24.09.15;Бетис;Депортиво;1;2;Ла Лига 2012-2013;29.04.13;Бетис;Депортиво;1;1;Ла Лига 2012-2013;02.12.12;Депортиво;Бетис;2;3;05.03.17;СпортингХихон;Депортиво;0;1;02.03.17;Депортиво;Атлетико Мадрид;1;1;25.02.17;Леганес;Депортиво;4;0;18.02.17;Депортиво;Алавес;0;1;11.02.17;АтлетикБильбао;Депортиво;2;1;28.01.17;Эйбар;Депортиво;3;1;20.01.17;Лас-Пальмас;Депортиво;1;1;03.03.17;Бетис;Реал Сосьедад;2;3;28.02.17;Малага;Бетис;1;2;25.02.17;Бетис;Севилья;1;2;17.02.17;Гранада;Бетис;4;1;11.02.17;Бетис;Валенсия;0;0;29.01.17;Бетис;Барселона;1;1;22.01.17;Бетис;Спортинг Хихон;0;0;Депортиво;17;;25;5;8;12;28;40;27;26;24;23;19;17;10;Бетис;14;;25;7;6;12;27;41;34;32;29;27;26;24;23
2016-2017;26-й тур;Алавес;Севилья;1;1;Матч завершен 6 марта 2017;Неизвестно;4,25;3,45;2,16;1,82;2,18;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;01.10.16;Севилья;Алавес;2;1;Ла Лига 2005-2006;12.03.06;Алавес;Севилья;2;1;Ла Лига 2005-2006;22.10.05;Севилья;Алавес;2;0;0;0;0;0;0;0;0;0;0;0;0;0;01.03.17;Гранада;Алавес;2;1;25.02.17;Алавес;Валенсия;2;1;18.02.17;Депортиво;Алавес;0;1;11.02.17;Алавес;Барселона;0;6;05.02.17;СпортингХихон;Алавес;2;4;28.01.17;Алавес;Атлетико Мадрид;0;0;21.01.17;Алавес;Леганес;2;2;02.03.17;Севилья;Атлетик Бильбао;1;0;25.02.17;Бетис;Севилья;1;2;18.02.17;Севилья;Эйбар;2;0;12.02.17;Лас-Пальмас;Севилья;0;1;05.02.17;Севилья;Вильярреал;0;0;29.01.17;Эспаньол;Севилья;3;1;22.01.17;Осасуна;Севилья;3;4;Алавес;11;;25;8;9;8;25;31;39;36;35;33;32;29;27;Севилья;3;;25;17;4;4;49;29;0;60;59;55;49;48;45
2016-2017;26-й тур;Атлетик Бильбао;Малага;1;0;Матч завершен 5 марта 2017;Неизвестно;1,80;3,94;5,80;1,93;2,05;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;02.10.16;Малага;Атлетик Бильбао;2;1;Ла Лига 2015-2016;17.04.16;Малага;Атлетик Бильбао;0;1;Ла Лига 2015-2016;06.12.15;Атлетик Бильбао;Малага;0;0;Ла Лига 2014-2015;25.01.15;Атлетик Бильбао;Малага;1;1;Ла Лига 2014-2015;23.08.14;Малага;Атлетик Бильбао;1;0;02.03.17;Севилья;Атлетик Бильбао;1;0;26.02.17;АтлетикБильбао;Гранада;3;1;19.02.17;Валенсия;Атлетик Бильбао;2;0;11.02.17;АтлетикБильбао;Депортиво;2;1;04.02.17;Барселона;Атлетик Бильбао;3;0;29.01.17;АтлетикБильбао;Спортинг Хихон;2;1;22.01.17;АтлетикБильбао;Атлетико Мадрид;2;2;28.02.17;Малага;Бетис;1;2;25.02.17;Эйбар;Малага;3;0;20.02.17;Малага;Лас-Пальмас;2;1;12.02.17;Вильярреал;Малага;1;1;04.02.17;Малага;Эспаньол;0;1;27.01.17;Осасуна;Малага;1;1;21.01.17;РеалМадрид;Малага;2;1;Атлетик Бильбао;8;;25;11;5;9;31;30;48;45;39;38;36;35;33;Малага;15;;25;6;8;11;32;42;32;29;27;26;24;23;19
2016-2017;26-й тур;Лас-Пальмас;Осасуна;5;2;Матч завершен 5 марта 2017;Неизвестно;1,52;4,80;7,30;2,46;1,73;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;01.10.16;Осасуна;Лас-Пальмас;2;2;Ла Лига 2001-2002;28.04.02;Осасуна;Лас-Пальмас;3;2;Ла Лига 2001-2002;15.12.01;Лас-Пальмас;Осасуна;1;1;0;0;0;0;0;0;0;0;0;0;0;0;01.03.17;РеалМадрид;Лас-Пальмас;3;3;24.02.17;Лас-Пальмас;Реал Сосьедад;0;1;20.02.17;Малага;Лас-Пальмас;2;1;12.02.17;Лас-Пальмас;Севилья;0;1;06.02.17;Гранада;Лас-Пальмас;1;0;30.01.17;Лас-Пальмас;Валенсия;3;1;20.01.17;Лас-Пальмас;Депортиво;1;1;01.03.17;Осасуна;Вильярреал;1;4;26.02.17;Эспаньол;Осасуна;3;0;19.02.17;Сельта;Осасуна;3;0;11.02.17;Осасуна;Реал Мадрид;1;3;05.02.17;РеалСосьедад;Осасуна;3;2;27.01.17;Осасуна;Малага;1;1;22.01.17;Осасуна;Севилья;3;4;Лас-Пальмас;12;;25;7;8;10;35;39;36;35;33;29;29;27;26;Осасуна;20;;25;1;7;17;25;59;23;19;17;10;0;0;0
2016-2017;26-й тур;Атлетико Мадрид;Валенсия;3;0;Матч завершен 5 марта 2017 ;Неизвестно;1,47;4,90;8,32;2,06;1,94;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;02.10.16;Валенсия;Атлетико Мадрид;0;2;Ла Лига 2015-2016;06.03.16;Валенсия;Атлетико Мадрид;1;3;Ла Лига 2015-2016;25.10.15;Атлетико Мадрид;Валенсия;2;1;Ла Лига 2014-2015;08.03.15;Атлетико Мадрид;Валенсия;1;1;Ла Лига 2014-2015;04.10.14;Валенсия;Атлетико Мадрид;2;1;02.03.17;Депортиво;Атлетико Мадрид;1;1;26.02.17;АтлетикоМадрид;Барселона;1;2;18.02.17;СпортингХихон;Атлетико Мадрид;1;4;12.02.17;АтлетикоМадрид;Сельта;3;2;04.02.17;АтлетикоМадрид;Леганес;2;0;28.01.17;Алавес;Атлетико Мадрид;0;0;22.01.17;АтлетикБильбао;Атлетико Мадрид;2;2;28.02.17;Валенсия;Леганес;1;0;25.02.17;Алавес;Валенсия;2;1;22.02.17;Валенсия;Реал Мадрид;2;1;19.02.17;Валенсия;Атлетик Бильбао;2;0;11.02.17;Бетис;Валенсия;0;0;04.02.17;Валенсия;Эйбар;0;4;30.01.17;Лас-Пальмас;Валенсия;3;1;Атлетико Мадрид;5;;25;13;7;5;45;22;59;55;48;46;45;39;38;Валенсия;13;;25;8;5;12;35;43;35;33;0;29;27;26;24
2016-2017;26-й тур;Спортинг Хихон;Депортиво;0;1;Матч завершен 5 марта 2017;Неизвестно;2,72;3,37;2,96;1,91;2,10;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;01.10.16;Депортиво;Спортинг Хихон;2;1;Ла Лига 2015-2016;07.02.16;Спортинг Хихон;Депортиво;1;1;Ла Лига 2015-2016;20.09.15;Депортиво;Спортинг Хихон;2;3;Сегунда 2013-2014;16.02.14;Депортиво;Спортинг Хихон;1;1;Ла Лига 2010-2011;07.05.11;Спортинг Хихон;Депортиво;2;2;01.03.17;Барселона;Спортинг Хихон;6;1;26.02.17;СпортингХихон;Сельта;1;1;18.02.17;СпортингХихон;Атлетико Мадрид;1;4;12.02.17;Леганес;Спортинг Хихон;0;2;05.02.17;СпортингХихон;Алавес;2;4;29.01.17;АтлетикБильбао;Спортинг Хихон;2;1;22.01.17;Бетис;Спортинг Хихон;0;0;02.03.17;Депортиво;Атлетико Мадрид;1;1;25.02.17;Леганес;Депортиво;4;0;18.02.17;Депортиво;Алавес;0;1;11.02.17;АтлетикБильбао;Депортиво;2;1;28.01.17;Эйбар;Депортиво;3;1;20.01.17;Лас-Пальмас;Депортиво;1;1;14.01.17;Депортиво;Вильярреал;0;0;Спортинг Хихон;19;;25;4;5;16;27;54;24;20;19;17;10;0;0;Депортиво;17;;24;4;8;12;27;40;27;26;24;20;19;17;10
2016-2017;26-й тур;Барселона;Сельта;5;0;Матч завершен 4 марта 2017;Неизвестно;1,17;10,40;21,79;4,96;1,23;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;02.10.16;Сельта;Барселона;4;3;Ла Лига 2015-2016;14.02.16;Барселона;Сельта;6;1;Ла Лига 2015-2016;23.09.15;Сельта;Барселона;4;1;Ла Лига 2014-2015;05.04.15;Сельта;Барселона;0;1;Ла Лига 2014-2015;01.11.14;Барселона;Сельта;0;1;01.03.17;Барселона;Спортинг Хихон;6;1;26.02.17;АтлетикоМадрид;Барселона;1;2;19.02.17;Барселона;Леганес;2;1;11.02.17;Алавес;Барселона;0;6;04.02.17;Барселона;Атлетик Бильбао;3;0;29.01.17;Бетис;Барселона;1;1;22.01.17;Эйбар;Барселона;0;4;01.03.17;Сельта;Эспаньол;2;2;26.02.17;СпортингХихон;Сельта;1;1;19.02.17;Сельта;Осасуна;3;0;12.02.17;АтлетикоМадрид;Сельта;3;2;28.01.17;Леганес;Сельта;0;2;22.01.17;РеалСосьедад;Сельта;1;0;15.01.17;Сельта;Алавес;1;0;Барселона;2;;25;17;6;2;71;21;0;0;59;57;55;48;46;Сельта;10;;24;10;5;9;39;39;39;38;36;35;33;29;29
2016-2017;26-й тур;Вильярреал;Эспаньол;2;0;Матч завершен 4 марта 2017;Неизвестно;1,75;3,76;5,95;1,78;2,30;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;02.10.16;Эспаньол;Вильярреал;0;0;Ла Лига 2015-2016;23.01.16;Эспаньол;Вильярреал;2;2;Ла Лига 2015-2016;28.08.15;Вильярреал;Эспаньол;3;1;Ла Лига 2014-2015;09.04.15;Вильярреал;Эспаньол;0;3;Ла Лига 2014-2015;09.11.14;Эспаньол;Вильярреал;1;1;01.03.17;Осасуна;Вильярреал;1;4;26.02.17;Вильярреал;Реал Мадрид;2;3;19.02.17;РеалСосьедад;Вильярреал;0;1;12.02.17;Вильярреал;Малага;1;1;05.02.17;Севилья;Вильярреал;0;0;28.01.17;Вильярреал;Гранада;2;0;21.01.17;Вильярреал;Валенсия;0;2;01.03.17;Сельта;Эспаньол;2;2;26.02.17;Эспаньол;Осасуна;3;0;18.02.17;РеалМадрид;Эспаньол;2;0;10.02.17;Эспаньол;Реал Сосьедад;1;2;04.02.17;Малага;Эспаньол;0;1;29.01.17;Эспаньол;Севилья;3;1;21.01.17;Эспаньол;Гранада;3;1;Вильярреал;6;;25;11;9;5;36;19;55;48;46;42;39;38;36;Эспаньол;9;;25;9;9;7;35;33;42;39;38;36;35;33;29
2016-2017;26-й тур;Эйбар;Реал Мадрид;1;4;Матч завершен 4 марта 2017;Неизвестно;5,10;4,14;1,80;2,44;1,69;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;02.10.16;Реал Мадрид;Эйбар;1;1;Ла Лига 2015-2016;09.04.16;Реал Мадрид;Эйбар;4;0;Ла Лига 2015-2016;29.11.15;Эйбар;Реал Мадрид;0;2;Ла Лига 2014-2015;11.04.15;Реал Мадрид;Эйбар;3;0;Ла Лига 2014-2015;22.11.14;Эйбар;Реал Мадрид;0;4;28.02.17;РеалСосьедад;Эйбар;2;2;25.02.17;Эйбар;Малага;3;0;18.02.17;Севилья;Эйбар;2;0;13.02.17;Эйбар;Гранада;4;0;04.02.17;Валенсия;Эйбар;0;4;28.01.17;Эйбар;Депортиво;3;1;22.01.17;Эйбар;Барселона;0;4;01.03.17;РеалМадрид;Лас-Пальмас;3;3;26.02.17;Вильярреал;Реал Мадрид;2;3;22.02.17;Валенсия;Реал Мадрид;2;1;18.02.17;РеалМадрид;Эспаньол;2;0;11.02.17;Осасуна;Реал Мадрид;1;3;29.01.17;РеалМадрид;Реал Сосьедад;3;0;21.01.17;РеалМадрид;Малага;2;1;Эйбар;7;;25;11;6;8;41;33;48;46;42;39;38;36;35;Реал Мадрид;2;;24;17;5;2;63;25;0;0;57;56;55;48;46
2016-2017;26-й тур;Леганес;Гранада;1;0;Матч завершен 4 марта 2017;Неизвестно;1,98;3,46;4,96;1,69;2,46;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;01.10.16;Гранада;Леганес;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.02.17;Валенсия;Леганес;1;0;25.02.17;Леганес;Депортиво;4;0;19.02.17;Барселона;Леганес;2;1;12.02.17;Леганес;Спортинг Хихон;0;2;04.02.17;АтлетикоМадрид;Леганес;2;0;28.01.17;Леганес;Сельта;0;2;21.01.17;Алавес;Леганес;2;2;01.03.17;Гранада;Алавес;2;1;26.02.17;АтлетикБильбао;Гранада;3;1;17.02.17;Гранада;Бетис;4;1;13.02.17;Эйбар;Гранада;4;0;06.02.17;Гранада;Лас-Пальмас;1;0;28.01.17;Вильярреал;Гранада;2;0;21.01.17;Эспаньол;Гранада;3;1;Леганес;16;;25;5;6;14;20;40;29;27;26;21;20;19;17;Гранада;18;;25;4;7;14;24;53;26;21;20;19;17;10;0
2016-2017;26-й тур;Бетис;Реал Сосьедад;2;3;Матч завершен 3 марта 2017;Неизвестно;2,75;3,24;3,19;1,70;2,36;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;30.09.16;Реал Сосьедад;Бетис;1;0;Ла Лига 2015-2016;31.01.16;Реал Сосьедад;Бетис;2;1;Ла Лига 2015-2016;12.09.15;Бетис;Реал Сосьедад;1;0;Ла Лига 2013-2014;26.04.14;Бетис;Реал Сосьедад;0;1;Ла Лига 2013-2014;15.12.13;Реал Сосьедад;Бетис;5;1;28.02.17;Малага;Бетис;1;2;25.02.17;Бетис;Севилья;1;2;17.02.17;Гранада;Бетис;4;1;11.02.17;Бетис;Валенсия;0;0;29.01.17;Бетис;Барселона;1;1;22.01.17;Бетис;Спортинг Хихон;0;0;14.01.17;АтлетикоМадрид;Бетис;1;0;28.02.17;РеалСосьедад;Эйбар;2;2;24.02.17;Лас-Пальмас;Реал Сосьедад;0;1;19.02.17;РеалСосьедад;Вильярреал;0;1;10.02.17;Эспаньол;Реал Сосьедад;1;2;05.02.17;РеалСосьедад;Осасуна;3;2;29.01.17;РеалМадрид;Реал Сосьедад;3;0;22.01.17;РеалСосьедад;Сельта;1;0;Бетис;14;;24;7;6;11;25;38;33;29;29;27;26;21;20;Реал Сосьедад;5;;25;14;3;8;39;34;56;55;46;45;42;39;38
2016-2017;25-й тур;Севилья;Атлетик Бильбао;1;0;Матч завершен 2 марта 2017;Неизвестно;1,65;4,30;6,14;2,22;1,83;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;24.09.16;Атлетик Бильбао;Севилья;3;1;Ла Лига 2015-2016;14.05.16;Атлетик Бильбао;Севилья;3;1;Лига Европы 2015-2016;14.04.16;Севилья;Атлетик Бильбао;1;2;Лига Европы 2015-2016;07.04.16;Атлетик Бильбао;Севилья;1;2;Ла Лига 2015-2016;09.01.16;Севилья;Атлетик Бильбао;2;0;25.02.17;Бетис;Севилья;1;2;18.02.17;Севилья;Эйбар;2;0;12.02.17;Лас-Пальмас;Севилья;0;1;05.02.17;Севилья;Вильярреал;0;0;29.01.17;Эспаньол;Севилья;3;1;22.01.17;Осасуна;Севилья;3;4;15.01.17;Севилья;Реал Мадрид;2;1;26.02.17;АтлетикБильбао;Гранада;3;1;19.02.17;Валенсия;Атлетик Бильбао;2;0;11.02.17;АтлетикБильбао;Депортиво;2;1;04.02.17;Барселона;Атлетик Бильбао;3;0;29.01.17;АтлетикБильбао;Спортинг Хихон;2;1;22.01.17;АтлетикБильбао;Атлетико Мадрид;2;2;14.01.17;Леганес;Атлетик Бильбао;0;0;Севилья;3;;24;16;4;4;48;29;0;57;56;52;46;45;42;Атлетик Бильбао;8;;24;11;5;8;31;29;45;42;39;38;36;35;33
2016-2017;25-й тур;Депортиво;Атлетико Мадрид;1;1;Матч завершен 2 марта 2017;Неизвестно;6,15;3,94;1,70;1,78;2,22;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;25.09.16;Атлетико Мадрид;Депортиво;1;0;Ла Лига 2015-2016;12.03.16;Атлетико Мадрид;Депортиво;3;0;Ла Лига 2015-2016;30.10.15;Депортиво;Атлетико Мадрид;1;1;Ла Лига 2014-2015;18.04.15;Депортиво;Атлетико Мадрид;1;2;Ла Лига 2014-2015;30.11.14;Атлетико Мадрид;Депортиво;2;0;25.02.17;Леганес;Депортиво;4;0;18.02.17;Депортиво;Алавес;0;1;11.02.17;АтлетикБильбао;Депортиво;2;1;28.01.17;Эйбар;Депортиво;3;1;20.01.17;Лас-Пальмас;Депортиво;1;1;14.01.17;Депортиво;Вильярреал;0;0;06.01.17;Эспаньол;Депортиво;1;1;26.02.17;АтлетикоМадрид;Барселона;1;2;18.02.17;СпортингХихон;Атлетико Мадрид;1;4;12.02.17;АтлетикоМадрид;Сельта;3;2;04.02.17;АтлетикоМадрид;Леганес;2;0;28.01.17;Алавес;Атлетико Мадрид;0;0;22.01.17;АтлетикБильбао;Атлетико Мадрид;2;2;14.01.17;АтлетикоМадрид;Бетис;1;0;Депортиво;17;;23;4;7;12;26;39;27;26;21;19;19;17;10;Атлетико Мадрид;5;;24;13;6;5;44;21;56;52;0;45;42;39;38
2016-2017;25-й тур;Реал Мадрид;Лас-Пальмас;3;3;Матч завершен 1 марта 2017;Неизвестно;1,15;10,50;21,00;4,96;1,22;0;0;0;0;0;0;0;0;0;0;0;0;Ла Лига 2016-2017;24.09.16;Лас-Пальмас;Реал Мадрид;2;2;Ла Лига 2015-2016;13.03.16;Лас-Пальмас;Реал Мадрид;1;2;Ла Лига 2015-2016;31.10.15;Реал Мадрид;Лас-Пальмас;3;1;0;0;0;0;0;0;0;0;0;0;0;0;26.02.17;Вильярреал;Реал Мадрид;2;3;22.02.17;Валенсия;Реал Мадрид;2;1;18.02.17;РеалМадрид;Эспаньол;2;0;11.02.17;Осасуна;Реал Мадрид;1;3;29.01.17;РеалМадрид;Реал Сосьедад;3;0;21.01.17;РеалМадрид;Малага;2;1;15.01.17;Севилья;Реал Мадрид;2;1;24.02.17;Лас-Пальмас;Реал Сосьедад;0;1;20.02.17;Малага;Лас-Пальмас;2;1;12.02.17;Лас-Пальмас;Севилья;0;1;06.02.17;Гранада;Лас-Пальмас;1;0;30.01.17;Лас-Пальмас;Валенсия;3;1;20.01.17;Лас-Пальмас;Депортиво;1;1;14.01.17;Барселона;Лас-Пальмас;5;0;Реал Мадрид;2;;23;17;4;2;60;22;0;0;57;55;52;45;45;Лас-Пальмас;13;;24;7;7;10;32;36;34;33;29;28;27;26;21
