Сезон;Тур;Хозяева;Гости;Голы хозяев;Голы гостей;Дата матча;1хСтавка;1_а;Х_а;2_а;ТМ 2.5_а;ТБ 2.5_а;Winline;1_б;Х_б;2_б;ТМ 2.5_б;ТБ 2.5_б;Fonbet;1_в;Х_в;2_в;ТМ 2.5_в;ТБ 2.5_в;Турнир_1;Дата матча_1;Хозяева_1;Гости_1;Голы хозяев_1;Голы гостей_1;Турнир_2;Дата матча_2;Хозяева_2;Гости_2;Голы хозяев_2;Голы гостей_2;Турнир_3;Дата матча_3;Хозяева_3;Гости_3;Голы хозяев_3;Голы гостей_3;Турнир_4;Дата матча_4;Хозяева_4;Гости_4;Голы хозяев_4;Голы гостей_4;Турнир_5;Дата матча_5;Хозяева_5;Гости_5;Голы хозяев_5;Голы гостей_5;Дата матча_6;Хозяева_6;Гости_6;Голы хозяев_6;Голы гостей_6;Дата матча_7;Хозяева_7;Гости_7;Голы хозяев_7;Голы гостей_7;Дата матча_8;Хозяева_8;Гости_8;Голы хозяев_8;Голы гостей_8;Дата матча_9;Хозяева_9;Гости_9;Голы хозяев_9;Голы гостей_9;Дата матча_10;Хозяева_10;Гости_10;Голы хозяев_10;Голы гостей_10;Дата матча_11;Хозяева_11;Гости_11;Голы хозяев_11;Голы гостей_11;Дата матча_12;Хозяева_12;Гости_12;Голы хозяев_12;Голы гостей_12;Дата матча_13;Хозяева_13;Гости_13;Голы хозяев_13;Голы гостей_13;Дата матча_14;Хозяева_14;Гости_14;Голы хозяев_14;Голы гостей_14;Дата матча_15;Хозяева_15;Гости_15;Голы хозяев_15;Голы гостей_15;Дата матча_16;Хозяева_16;Гости_16;Голы хозяев_16;Голы гостей_16;Дата матча_17;Хозяева_17;Гости_17;Голы хозяев_17;Голы гостей_17;Дата матча_18;Хозяева_18;Гости_18;Голы хозяев_18;Голы гостей_18;Дата матча_19;Хозяева_19;Гости_19;Голы хозяев_19;Голы гостей_19;Название команды_1;Позиция_1;Перспектива_1;Игры_1;Победы_1;Ничьи_1;Поражения_1;Забитые голы_1;Пропущенные голы_1;очки +3 позиции_1;очки +2 позиции_1;очки +1 позиции_1;очки_1;очки -1 позиции_1;очки -2 позиции_1;очки -3 позиции_1;Название команды_2;Позиция_2;Перспектива_2;Игры_2;Победы_2;Ничьи_2;Поражения_2;Забитые голы_2;Пропущенные голы_2;очки +3 позиции_2;очки +2 позиции_2;очки +1 позиции_2;очки_2;очки -1 позиции_2;очки -2 позиции_2;очки -3 позиции_2
2015-2016;18-й тур;Лилль;Лорьян;3;0;Матч завершен 12 декабря 2015;Неизвестно;1,88;3,55;5,30;1,70;2,38;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;17.01.15;Лорьян;Лилль;1;0;Лига 1 2014-2015;23.08.14;Лилль;Лорьян;2;0;Лига 1 2013-2014;17.05.14;Лорьян;Лилль;1;4;Лига 1 2013-2014;10.08.13;Лилль;Лорьян;1;0;Лига 1 2012-2013;07.04.13;Лилль;Лорьян;5;0;05.12.15;Кан;Лилль;1;2;02.12.15;Лилль;Сент-Этьен;1;0;28.11.15;Анже;Лилль;2;0;21.11.15;Труа;Лилль;1;1;07.11.15;Лилль;Бастия;1;1;01.11.15;Ницца;Лилль;0;0;25.10.15;Лилль;Марсель;1;2;05.12.15;Тулуза;Лорьян;2;3;01.12.15;Лорьян;Ницца;0;0;28.11.15;Газелек;Лорьян;1;1;21.11.15;Лорьян;ПСЖ;1;2;07.11.15;Лорьян;Труа;4;1;31.10.15;Генгам;Лорьян;2;2;24.10.15;Лорьян;Ренн;1;1;Лилль;14;;17;4;8;5;11;12;22;21;21;20;20;19;19;Лорьян;8;;17;6;7;4;27;23;26;26;26;25;24;23;22
2015-2016;18-й тур;Монпелье;Генгам;2;1;Матч завершен 12 декабря 2015;Неизвестно;1,99;3,40;4,90;1,66;2,40;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;22.02.15;Генгам;Монпелье;0;2;Лига 1 2014-2015;27.09.14;Монпелье;Генгам;2;1;Лига 1 2013-2014;05.04.14;Генгам;Монпелье;1;2;Лига 1 2013-2014;23.11.13;Монпелье;Генгам;1;1;Лига 1 2003-2004;13.03.04;Генгам;Монпелье;4;3;06.12.15;Марсель;Монпелье;2;2;02.12.15;Монпелье;Газелек;0;2;27.11.15;Лион;Монпелье;2;4;21.11.15;Монпелье;Реймс;3;1;07.11.15;Монпелье;Нант;2;1;31.10.15;Тулуза;Монпелье;1;1;24.10.15;Монпелье;Бастия;2;0;06.12.15;Бордо;Генгам;1;0;02.12.15;Генгам;Реймс;1;2;29.11.15;Сент-Этьен;Генгам;3;0;21.11.15;Генгам;Тулуза;2;0;07.11.15;Кан;Генгам;2;1;31.10.15;Генгам;Лорьян;2;2;24.10.15;Анже;Генгам;0;0;Монпелье;16;;17;5;4;8;20;23;21;20;20;19;19;18;15;Генгам;17;;17;5;4;8;16;23;20;20;19;19;18;15;0
2015-2016;18-й тур;Реймс;Ницца;1;1;Матч завершен 12 декабря 2015;Неизвестно;2,77;3,30;2,90;1,80;2,28;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;12.04.15;Реймс;Ницца;0;1;Лига 1 2014-2015;22.11.14;Ницца;Реймс;0;0;Лига 1 2013-2014;26.04.14;Ницца;Реймс;1;0;Лига 1 2013-2014;07.12.13;Реймс;Ницца;1;0;Лига 1 2012-2013;22.02.13;Ницца;Реймс;2;0;05.12.15;Реймс;Труа;1;1;02.12.15;Генгам;Реймс;1;2;28.11.15;Реймс;Ренн;2;2;21.11.15;Монпелье;Реймс;3;1;07.11.15;Реймс;Газелек;1;2;31.10.15;Сент-Этьен;Реймс;3;0;25.10.15;Реймс;Монако;0;1;04.12.15;Ницца;ПСЖ;0;3;01.12.15;Лорьян;Ницца;0;0;28.11.15;Тулуза;Ницца;2;0;20.11.15;Ницца;Лион;3;0;08.11.15;Марсель;Ницца;0;1;04.11.15;Ницца;Нант;1;2;01.11.15;Ницца;Лилль;0;0;Реймс;14;;17;5;5;7;18;21;22;21;20;20;20;19;19;Ницца;7;;17;7;4;6;30;22;28;26;26;25;25;24;23
2015-2016;18-й тур;Ренн;Кан;1;1;Матч завершен 11 декабря 2015;Неизвестно;2,60;3,30;3,13;1,66;2,41;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;25.01.15;Ренн;Кан;1;4;Лига 1 2014-2015;30.08.14;Кан;Ренн;0;1;Лига 1 2011-2012;14.01.12;Кан;Ренн;0;2;Лига 1 2011-2012;28.08.11;Ренн;Кан;3;2;Лига 1 2010-2011;11.05.11;Ренн;Кан;1;1;06.12.15;Сент-Этьен;Ренн;1;1;03.12.15;Ренн;Марсель;0;1;28.11.15;Реймс;Ренн;2;2;22.11.15;Ренн;Бордо;2;2;06.11.15;Анже;Ренн;0;2;30.10.15;Ренн;ПСЖ;0;1;24.10.15;Лорьян;Ренн;1;1;05.12.15;Кан;Лилль;1;2;02.12.15;Монако;Кан;1;1;29.11.15;Бордо;Кан;1;4;22.11.15;Кан;Анже;0;0;07.11.15;Кан;Генгам;2;1;31.10.15;Бастия;Кан;1;0;23.10.15;Кан;Нант;0;2;Ренн;10;;17;5;8;4;22;20;25;25;23;23;22;21;20;Кан;3;;17;9;2;6;20;18;6;45;30;29;28;26;26
2015-2016;17-й тур;Сент-Этьен;Ренн;1;1;Матч завершен 6 декабря 2015;Неизвестно;2,16;3,25;4,45;1,60;2,58;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;18.01.15;Ренн;Сент-Этьен;0;0;Лига 1 2014-2015;24.08.14;Сент-Этьен;Ренн;0;0;Лига 1 2013-2014;18.04.14;Сент-Этьен;Ренн;0;0;Лига 1 2013-2014;04.12.13;Ренн;Сент-Этьен;3;1;Лига 1 2012-2013;08.03.13;Ренн;Сент-Этьен;2;2;02.12.15;Лилль;Сент-Этьен;1;0;29.11.15;Сент-Этьен;Генгам;3;0;22.11.15;Сент-Этьен;Марсель;0;2;08.11.15;Лион;Сент-Этьен;3;0;31.10.15;Сент-Этьен;Реймс;3;0;25.10.15;ПСЖ;Сент-Этьен;4;1;17.10.15;Сент-Этьен;Газелек;2;0;03.12.15;Ренн;Марсель;0;1;28.11.15;Реймс;Ренн;2;2;22.11.15;Ренн;Бордо;2;2;06.11.15;Анже;Ренн;0;2;30.10.15;Ренн;ПСЖ;0;1;24.10.15;Лорьян;Ренн;1;1;18.10.15;Ренн;Ницца;1;4;Сент-Этьен;8;;16;8;1;7;20;20;26;25;25;25;23;22;22;Ренн;10;;16;5;7;4;21;19;25;25;23;22;22;21;20
2015-2016;17-й тур;Бордо;Генгам;1;0;Матч завершен 6 декабря 2015;Неизвестно;2,15;3,35;4,85;1,67;2,41;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;01.02.15;Бордо;Генгам;1;1;Лига 1 2014-2015;14.09.14;Генгам;Бордо;2;1;Лига 1 2013-2014;20.04.14;Бордо;Генгам;5;1;Лига 1 2013-2014;04.12.13;Генгам;Бордо;0;1;0;0;0;0;0;0;02.12.15;Бастия;Бордо;1;0;29.11.15;Бордо;Кан;1;4;22.11.15;Ренн;Бордо;2;2;08.11.15;Бордо;Монако;3;1;31.10.15;Газелек;Бордо;2;0;25.10.15;Бордо;Труа;1;0;18.10.15;Бордо;Монпелье;0;0;02.12.15;Генгам;Реймс;1;2;29.11.15;Сент-Этьен;Генгам;3;0;21.11.15;Генгам;Тулуза;2;0;07.11.15;Кан;Генгам;2;1;31.10.15;Генгам;Лорьян;2;2;24.10.15;Анже;Генгам;0;0;17.10.15;Генгам;Лилль;1;1;Бордо;17;;16;4;6;6;20;26;20;19;19;18;18;15;0;Генгам;16;;16;5;4;7;16;22;20;20;19;19;18;18;15
2015-2016;17-й тур;Марсель;Монпелье;2;2;Матч завершен 6 декабря 2015;Неизвестно;1,73;4,00;5,50;2,00;1,94;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;09.01.15;Монпелье;Марсель;2;1;Лига 1 2014-2015;17.08.14;Марсель;Монпелье;0;2;Лига 1 2013-2014;11.04.14;Монпелье;Марсель;2;3;Лига 1 2013-2014;29.11.13;Марсель;Монпелье;2;0;Лига 1 2012-2013;19.01.13;Марсель;Монпелье;3;2;03.12.15;Ренн;Марсель;0;1;29.11.15;Марсель;Монако;3;3;22.11.15;Сент-Этьен;Марсель;0;2;08.11.15;Марсель;Ницца;0;1;01.11.15;Нант;Марсель;0;1;25.10.15;Лилль;Марсель;1;2;18.10.15;Марсель;Лорьян;1;1;02.12.15;Монпелье;Газелек;0;2;27.11.15;Лион;Монпелье;2;4;21.11.15;Монпелье;Реймс;3;1;07.11.15;Монпелье;Нант;2;1;31.10.15;Тулуза;Монпелье;1;1;24.10.15;Монпелье;Бастия;2;0;18.10.15;Бордо;Монпелье;0;0;Марсель;9;;16;6;4;6;24;17;25;25;25;22;22;22;20;Монпелье;16;;16;5;3;8;18;21;20;20;19;18;18;18;15
2015-2016;17-й тур;Реймс;Труа;1;1;Матч завершен 5 декабря 2015;Неизвестно;1,73;4,10;5,50;2,05;1,98;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2012-2013;09.03.13;Труа;Реймс;4;2;Лига 1 2012-2013;27.10.12;Реймс;Труа;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;02.12.15;Генгам;Реймс;1;2;28.11.15;Реймс;Ренн;2;2;21.11.15;Монпелье;Реймс;3;1;07.11.15;Реймс;Газелек;1;2;31.10.15;Сент-Этьен;Реймс;3;0;25.10.15;Реймс;Монако;0;1;17.10.15;Реймс;Кан;0;1;02.12.15;Труа;Тулуза;0;3;28.11.15;ПСЖ;Труа;4;1;21.11.15;Труа;Лилль;1;1;07.11.15;Лорьян;Труа;4;1;31.10.15;Труа;Лион;0;1;25.10.15;Бордо;Труа;1;0;17.10.15;Нант;Труа;3;0;Реймс;12;;16;5;4;7;17;20;22;22;21;19;19;19;18;Труа;20;;16;0;5;11;8;33;0;0;0;5;0;0;0
2015-2016;17-й тур;Кан;Лилль;1;2;Матч завершен 5 декабря 2015;Неизвестно;2,49;3,13;3,40;1,57;2,61;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;10.01.15;Лилль;Кан;1;0;Лига 1 2014-2015;15.08.14;Кан;Лилль;0;1;Лига 1 2011-2012;07.05.12;Лилль;Кан;3;0;Лига 1 2011-2012;20.08.11;Кан;Лилль;1;2;Лига 1 2010-2011;02.04.11;Лилль;Кан;3;1;02.12.15;Монако;Кан;1;1;29.11.15;Бордо;Кан;1;4;22.11.15;Кан;Анже;0;0;07.11.15;Кан;Генгам;2;1;31.10.15;Бастия;Кан;1;0;23.10.15;Кан;Нант;0;2;17.10.15;Реймс;Кан;0;1;02.12.15;Лилль;Сент-Этьен;1;0;28.11.15;Анже;Лилль;2;0;21.11.15;Труа;Лилль;1;1;07.11.15;Лилль;Бастия;1;1;01.11.15;Ницца;Лилль;0;0;25.10.15;Лилль;Марсель;1;2;17.10.15;Генгам;Лилль;1;1;Кан;3;;16;9;2;5;19;16;5;45;30;29;26;25;25;Лилль;18;;16;3;8;5;9;11;18;18;18;17;15;0;0
2015-2016;17-й тур;Газелек;Нант;1;1;Матч завершен 5 декабря 2015;Неизвестно;3,00;3,04;3,14;1,51;2,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;02.12.15;Монпелье;Газелек;0;2;28.11.15;Газелек;Лорьян;1;1;22.11.15;Бастия;Газелек;1;2;07.11.15;Реймс;Газелек;1;2;31.10.15;Газелек;Бордо;2;0;24.10.15;Газелек;Ницца;3;1;17.10.15;Сент-Этьен;Газелек;2;0;01.12.15;Нант;Лион;0;0;28.11.15;Нант;Бастия;0;0;21.11.15;Монако;Нант;1;0;07.11.15;Монпелье;Нант;2;1;04.11.15;Ницца;Нант;1;2;01.11.15;Нант;Марсель;0;1;23.10.15;Кан;Нант;0;2;Газелек;13;;16;5;4;7;16;19;22;21;19;19;19;18;18;Нант;11;;16;6;3;7;12;15;22;22;22;21;19;19;19
2015-2016;17-й тур;Тулуза;Лорьян;2;3;Матч завершен 5 декабря 2015;Неизвестно;2,13;3,50;4,30;1,89;2,05;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;18.04.15;Лорьян;Тулуза;0;1;Лига 1 2014-2015;29.11.14;Тулуза;Лорьян;2;3;Лига 1 2013-2014;15.02.14;Лорьян;Тулуза;1;3;Лига 1 2013-2014;25.09.13;Тулуза;Лорьян;1;0;Лига 1 2012-2013;21.04.13;Тулуза;Лорьян;0;1;02.12.15;Труа;Тулуза;0;3;28.11.15;Тулуза;Ницца;2;0;21.11.15;Генгам;Тулуза;2;0;07.11.15;ПСЖ;Тулуза;5;0;31.10.15;Тулуза;Монпелье;1;1;23.10.15;Лион;Тулуза;3;0;17.10.15;Тулуза;Анже;1;2;01.12.15;Лорьян;Ницца;0;0;28.11.15;Газелек;Лорьян;1;1;21.11.15;Лорьян;ПСЖ;1;2;07.11.15;Лорьян;Труа;4;1;31.10.15;Генгам;Лорьян;2;2;24.10.15;Лорьян;Ренн;1;1;18.10.15;Марсель;Лорьян;1;1;Тулуза;19;;16;3;6;7;17;28;18;18;17;15;0;0;0;Лорьян;9;;16;5;7;4;24;21;25;25;22;22;22;21;19
2015-2016;17-й тур;Бастия;Монако;1;2;Матч завершен 5 декабря 2015;Неизвестно;4,05;3,20;2,30;1,54;2,72;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;13.03.15;Монако;Бастия;3;0;Лига 1 2014-2015;25.10.14;Бастия;Монако;1;3;Лига 1 2013-2014;15.02.14;Бастия;Монако;0;2;Лига 1 2013-2014;25.09.13;Монако;Бастия;3;0;Лига 1 2004-2005;14.05.05;Монако;Бастия;5;2;02.12.15;Бастия;Бордо;1;0;28.11.15;Нант;Бастия;0;0;22.11.15;Бастия;Газелек;1;2;07.11.15;Лилль;Бастия;1;1;31.10.15;Бастия;Кан;1;0;24.10.15;Монпелье;Бастия;2;0;17.10.15;Бастия;ПСЖ;0;2;02.12.15;Монако;Кан;1;1;29.11.15;Марсель;Монако;3;3;21.11.15;Монако;Нант;1;0;08.11.15;Бордо;Монако;3;1;01.11.15;Монако;Анже;1;0;25.10.15;Реймс;Монако;0;1;16.10.15;Монако;Лион;1;1;Бастия;16;;16;5;3;8;16;21;19;19;18;18;18;17;15;Монако;6;;16;6;7;3;22;22;29;26;25;25;25;22;22
2015-2016;17-й тур;Лион;Анже;0;2;Матч завершен 5 декабря 2015;Неизвестно;1,75;3,78;6,20;1,68;2,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01.12.15;Нант;Лион;0;0;27.11.15;Лион;Монпелье;2;4;20.11.15;Ницца;Лион;3;0;08.11.15;Лион;Сент-Этьен;3;0;31.10.15;Труа;Лион;0;1;23.10.15;Лион;Тулуза;3;0;16.10.15;Монако;Лион;1;1;01.12.15;Анже;ПСЖ;0;0;28.11.15;Анже;Лилль;2;0;22.11.15;Кан;Анже;0;0;06.11.15;Анже;Ренн;0;2;01.11.15;Монако;Анже;1;0;24.10.15;Анже;Генгам;0;0;17.10.15;Тулуза;Анже;1;2;Лион;4;;16;7;5;4;21;14;45;29;27;26;25;25;25;Анже;3;;16;7;6;3;14;9;5;45;29;27;26;25;25
2015-2016;17-й тур;Ницца;ПСЖ;0;3;Матч завершен 4 декабря 2015;Неизвестно;8,50;4,75;1,52;2,24;1,85;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;18.04.15;Ницца;ПСЖ;1;3;Лига 1 2014-2015;29.11.14;ПСЖ;Ницца;1;0;Лига 1 2013-2014;28.03.14;Ницца;ПСЖ;0;1;Лига 1 2013-2014;09.11.13;ПСЖ;Ницца;3;1;Лига 1 2012-2013;21.04.13;ПСЖ;Ницца;3;0;01.12.15;Лорьян;Ницца;0;0;28.11.15;Тулуза;Ницца;2;0;20.11.15;Ницца;Лион;3;0;08.11.15;Марсель;Ницца;0;1;04.11.15;Ницца;Нант;1;2;01.11.15;Ницца;Лилль;0;0;24.10.15;Газелек;Ницца;3;1;01.12.15;Анже;ПСЖ;0;0;28.11.15;ПСЖ;Труа;4;1;21.11.15;Лорьян;ПСЖ;1;2;07.11.15;ПСЖ;Тулуза;5;0;30.10.15;Ренн;ПСЖ;0;1;25.10.15;ПСЖ;Сент-Этьен;4;1;17.10.15;Бастия;ПСЖ;0;2;Ницца;5;;16;7;4;5;30;19;29;27;26;25;25;25;22;ПСЖ;1;;16;13;3;0;37;8;0;0;5;42;29;27;26
2015-2016;16-й тур;Ренн;Марсель;0;1;Матч завершен 3 декабря 2015;Неизвестно;3,45;3,30;2,40;1,73;2,31;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;07.02.15;Ренн;Марсель;1;1;Лига 1 2014-2015;20.09.14;Марсель;Ренн;3;0;Лига 1 2013-2014;22.03.14;Марсель;Ренн;0;1;Лига 1 2013-2014;02.11.13;Ренн;Марсель;1;1;Лига 1 2012-2013;26.01.13;Ренн;Марсель;2;2;28.11.15;Реймс;Ренн;2;2;22.11.15;Ренн;Бордо;2;2;06.11.15;Анже;Ренн;0;2;30.10.15;Ренн;ПСЖ;0;1;24.10.15;Лорьян;Ренн;1;1;18.10.15;Ренн;Ницца;1;4;04.10.15;Монако;Ренн;1;1;29.11.15;Марсель;Монако;3;3;22.11.15;Сент-Этьен;Марсель;0;2;08.11.15;Марсель;Ницца;0;1;01.11.15;Нант;Марсель;0;1;25.10.15;Лилль;Марсель;1;2;18.10.15;Марсель;Лорьян;1;1;04.10.15;ПСЖ;Марсель;2;1;Ренн;9;;15;5;7;3;21;18;25;25;22;22;21;19;19;Марсель;11;;15;5;4;6;23;17;22;22;21;19;19;19;19
2015-2016;16-й тур;Лилль;Сент-Этьен;1;0;Матч завершен 2 декабря 2015;Неизвестно;2,64;3,15;3,25;1,59;2,86;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;22.03.15;Сент-Этьен;Лилль;2;0;Лига 1 2014-2015;01.11.14;Лилль;Сент-Этьен;1;1;Лига 1 2013-2014;17.01.14;Сент-Этьен;Лилль;2;0;Лига 1 2013-2014;25.08.13;Лилль;Сент-Этьен;1;0;Лига 1 2012-2013;26.05.13;Лилль;Сент-Этьен;1;1;28.11.15;Анже;Лилль;2;0;21.11.15;Труа;Лилль;1;1;07.11.15;Лилль;Бастия;1;1;01.11.15;Ницца;Лилль;0;0;25.10.15;Лилль;Марсель;1;2;17.10.15;Генгам;Лилль;1;1;02.10.15;Лилль;Монпелье;2;0;29.11.15;Сент-Этьен;Генгам;3;0;22.11.15;Сент-Этьен;Марсель;0;2;08.11.15;Лион;Сент-Этьен;3;0;31.10.15;Сент-Этьен;Реймс;3;0;25.10.15;ПСЖ;Сент-Этьен;4;1;17.10.15;Сент-Этьен;Газелек;2;0;04.10.15;Кан;Сент-Этьен;1;0;Лилль;19;;15;2;8;5;8;11;18;18;15;14;0;0;0;Сент-Этьен;6;;15;8;1;6;20;19;27;26;25;25;25;22;22
2015-2016;16-й тур;Генгам;Реймс;1;2;Матч завершен 2 декабря 2015;Неизвестно;1,94;3,52;4,65;1,74;2,24;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;02.05.15;Генгам;Реймс;2;0;Лига 1 2014-2015;07.12.14;Реймс;Генгам;2;3;Лига 1 2013-2014;08.02.14;Генгам;Реймс;1;2;Лига 1 2013-2014;21.09.13;Реймс;Генгам;1;1;Лига 2 2011-2012;04.02.12;Генгам;Реймс;2;3;29.11.15;Сент-Этьен;Генгам;3;0;21.11.15;Генгам;Тулуза;2;0;07.11.15;Кан;Генгам;2;1;31.10.15;Генгам;Лорьян;2;2;24.10.15;Анже;Генгам;0;0;17.10.15;Генгам;Лилль;1;1;03.10.15;Труа;Генгам;0;1;28.11.15;Реймс;Ренн;2;2;21.11.15;Монпелье;Реймс;3;1;07.11.15;Реймс;Газелек;1;2;31.10.15;Сент-Этьен;Реймс;3;0;25.10.15;Реймс;Монако;0;1;17.10.15;Реймс;Кан;0;1;03.10.15;Лион;Реймс;1;0;Генгам;12;;15;5;4;6;15;20;22;21;19;19;18;18;16;Реймс;15;;15;4;4;7;15;19;19;18;18;16;16;15;14
2015-2016;16-й тур;Монако;Кан;1;1;Матч завершен 2 декабря 2015;Неизвестно;1,88;3,70;4,95;1,84;2,10;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;10.04.15;Кан;Монако;0;3;Лига 1 2014-2015;22.11.14;Монако;Кан;1;1;Лига 1 2010-2011;26.02.11;Монако;Кан;2;2;Лига 1 2010-2011;16.10.10;Кан;Монако;0;0;Лига 1 2008-2009;18.01.09;Кан;Монако;2;2;29.11.15;Марсель;Монако;3;3;21.11.15;Монако;Нант;1;0;08.11.15;Бордо;Монако;3;1;01.11.15;Монако;Анже;1;0;25.10.15;Реймс;Монако;0;1;16.10.15;Монако;Лион;1;1;04.10.15;Монако;Ренн;1;1;29.11.15;Бордо;Кан;1;4;22.11.15;Кан;Анже;0;0;07.11.15;Кан;Генгам;2;1;31.10.15;Бастия;Кан;1;0;23.10.15;Кан;Нант;0;2;17.10.15;Реймс;Кан;0;1;04.10.15;Кан;Сент-Этьен;1;0;Монако;7;;15;6;6;3;21;21;26;25;25;24;22;22;21;Кан;2;;15;9;1;5;18;15;0;5;42;28;27;26;25
2015-2016;16-й тур;Труа;Тулуза;0;3;Матч завершен 2 декабря 2015;Неизвестно;3,19;3,35;2,50;1,92;2,07;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2012-2013;16.02.13;Тулуза;Труа;2;2;Лига 1 2012-2013;29.09.12;Труа;Тулуза;0;2;Лига 1 2006-2007;27.01.07;Тулуза;Труа;1;1;Лига 1 2006-2007;26.08.06;Труа;Тулуза;1;2;Лига 1 2005-2006;30.04.06;Труа;Тулуза;3;1;28.11.15;ПСЖ;Труа;4;1;21.11.15;Труа;Лилль;1;1;07.11.15;Лорьян;Труа;4;1;31.10.15;Труа;Лион;0;1;25.10.15;Бордо;Труа;1;0;17.10.15;Нант;Труа;3;0;03.10.15;Труа;Генгам;0;1;28.11.15;Тулуза;Ницца;2;0;21.11.15;Генгам;Тулуза;2;0;07.11.15;ПСЖ;Тулуза;5;0;31.10.15;Тулуза;Монпелье;1;1;23.10.15;Лион;Тулуза;3;0;17.10.15;Тулуза;Анже;1;2;03.10.15;Газелек;Тулуза;2;2;Труа;20;;15;0;5;10;8;30;0;0;0;5;0;0;0;Тулуза;19;;15;2;6;7;14;28;16;15;14;12;0;0;0
2015-2016;16-й тур;Бастия;Бордо;1;0;Матч завершен 2 декабря 2015;Неизвестно;3,02;3,20;2,75;1,59;2,66;0;0;0;0;0;0;0;0;0;0;0;0;Лига 1 2014-2015;24.01.15;Бастия;Бордо;0;0;Лига 1 2014-2015;31.08.14;Бордо;Бастия;1;1;Лига 1 2013-2014;18.01.14;Бастия;Бордо;1;0;Лига 1 2013-2014;24.08.13;Бордо;Бастия;1;0;Лига 1 2012-2013;10.03.13;Бордо;Бастия;1;0;28.11.15;Нант;Бастия;0;0;22.11.15;Бастия;Газелек;1;2;07.11.15;Лилль;Бастия;1;1;31.10.15;Бастия;Кан;1;0;24.10.15;Монпелье;Бастия;2;0;17.10.15;Бастия;ПСЖ;0;2;03.10.15;Анже;Бастия;1;0;29.11.15;Бордо;Кан;1;4;22.11.15;Ренн;Бордо;2;2;08.11.15;Бордо;Монако;3;1;31.10.15;Газелек;Бордо;2;0;25.10.15;Бордо;Труа;1;0;18.10.15;Бордо;Монпелье;0;0;04.10.15;Лорьян;Бордо;3;2;Бастия;17;;15;4;3;8;15;21;18;16;16;15;14;12;0;Бордо;14;;15;4;6;5;20;25;19;19;18;18;16;16;15
2015-2016;16-й тур;Монпелье;Газелек;0;2;Матч завершен 2 декабря 2015;Неизвестно;1,87;3,60;6,00;1,72;2,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.11.15;Лион;Монпелье;2;4;21.11.15;Монпелье;Реймс;3;1;07.11.15;Монпелье;Нант;2;1;31.10.15;Тулуза;Монпелье;1;1;24.10.15;Монпелье;Бастия;2;0;18.10.15;Бордо;Монпелье;0;0;02.10.15;Лилль;Монпелье;2;0;28.11.15;Газелек;Лорьян;1;1;22.11.15;Бастия;Газелек;1;2;07.11.15;Реймс;Газелек;1;2;31.10.15;Газелек;Бордо;2;0;24.10.15;Газелек;Ницца;3;1;17.10.15;Сент-Этьен;Газелек;2;0;03.10.15;Газелек;Тулуза;2;2;Монпелье;13;;15;5;3;7;18;19;21;19;19;18;18;16;16;Газелек;16;;15;4;4;7;14;19;18;18;16;16;15;14;12
